Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-12-11-2022-010,Gold Fields,Tarkwa,11/12/2022,Day,Yes,1,Vehicle,Critical Potential,Mining Area,Unsafe Driving,Environmental Condition,11743,Truck,73.9,Highly Fractured,Low,Rain,Equipment Operation,Supervisor,922,21,2022,2,4,11,5,1,4,3,0.34188837,4,4,Intermediate,3,2,2.9,179,3,Transition Season,2,3,1,3,75.29457055,Critical Risk
IN-27-11-2022-010,Gold Fields,Obuasi,11/27/2022,Night,Yes,1,Equipment,Medium,Mining Area,Human Error,Human Behaviour,43285,Crusher,87.8,Highly Fractured,High,Clear,Lifting,Operator,434,37,2022,1,3,11,6,1,4,1,2.100075827,1,3,Basic,4,4,1.75,179,15,Transition Season,2,4,1,1,39.32060337,Medium Risk
IN-03-12-2022-010,AngloGold Ashanti,Ahafo,12/3/2022,Night,No,0,Fall of Ground,Critical Potential,Mining Area,Unsafe Driving,Training Deficiency,18393,Loader,66.9,Stable,Low,Extreme Heat,Lifting,Driver,1160,9,2022,1,3,12,5,1,4,3,0.945332514,4,3,Basic,4,4,2.75,179,6,Dry Season,2,4,1,3,81.84659201,Critical Risk
IN-09-12-2022-010,Gold Fields,Ahafo,12/9/2022,Night,Yes,1,Fire,High Potential,Mining Area,Human Error,Human Behaviour,30251,Crusher,82.2,Highly Fractured,Low,Clear,Driving,Driver,791,32,2022,3,2,12,4,0,4,2,0.366777291,1,2,Intermediate,3,4,2.4,179,6,Dry Season,2,2,1,1,36.72418187,Medium Risk
IN-18-12-2022-010,AngloGold Ashanti,Tarkwa,12/18/2022,Day,Yes,1,Electrical,High Potential,Mining Area,Unsafe Driving,Procedural Failure,40694,Truck,71.3,Stable,Moderate,Clear,Equipment Operation,Mechanic,751,43,2022,1,4,12,6,1,4,2,7.088181013,1,4,Basic,4,2,2.05,179,9,Dry Season,2,3,1,1,44.74871153,Medium Risk
IN-22-12-2022-010,Newmont,Obuasi,12/22/2022,Day,No,0,Fire,Medium,Mining Area,Human Error,Human Behaviour,23029,,79.7,Moderate Fracturing,Moderate,Clear,Driving,Operator,1196,22,2022,3,2,12,3,0,4,1,2.868260181,1,3,Intermediate,3,2,1.85,179,4,Dry Season,2,1,1,1,11.98012963,Low Risk
IN-25-12-2022-010,Newmont,Obuasi,12/25/2022,Day,No,0,Fall of Ground,Low,Mining Area,Unsafe Driving,Human Behaviour,19670,,74.9,Moderate Fracturing,Low,Fog,Equipment Operation,Mechanic,825,32,2022,1,4,12,6,1,4,0,11.01014921,2,3,Basic,4,2,1.45,179,3,Dry Season,2,3,1,1,23.67291416,Low Risk
IN-05-01-2023-010,Newmont,Damang,1/5/2023,Night,No,0,Fire,Critical Potential,Mining Area,Human Error,Environmental Condition,16560,Loader,65.8,Highly Fractured,Low,Extreme Heat,Maintenance,Supervisor,1130,10,2023,3,4,1,3,0,1,3,8.025708464,4,4,Advanced,2,4,3.3,179,11,Dry Season,2,4,1,3,88.05849316,Critical Risk
IN-26-01-2023-010,Newmont,Obuasi,1/26/2023,Day,No,0,Equipment,High Potential,Mining Area,Environmental Conditions,Equipment Failure,42789,,68.6,Highly Fractured,High,Fog,Lifting,Mechanic,595,17,2023,1,3,1,3,0,1,2,4.417752396,2,2,Intermediate,3,2,1.95,179,21,Dry Season,2,3,1,1,41.42127225,Medium Risk
IN-22-03-2023-010,Newmont,Tarkwa,3/22/2023,Day,Yes,1,Equipment,High Potential,Mining Area,Unsafe Driving,Training Deficiency,38734,Loader,79.2,Moderate Fracturing,Low,Rain,Driving,Supervisor,842,36,2023,1,2,3,2,0,1,2,15.02426871,4,2,Intermediate,3,2,2,179,55,Minor Rainy Season,2,1,1,3,42.52598865,Medium Risk
IN-12-04-2023-010,Newmont,Ahafo,4/12/2023,Night,Yes,1,Chemical,Medium,Mining Area,Poor Maintenance,Equipment Failure,5055,,91.7,Moderate Fracturing,Low,Clear,Lifting,Mechanic,592,9,2023,4,3,4,2,0,2,1,1.859731786,1,4,Basic,4,4,2.5,179,21,Minor Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-21-04-2023-010,AngloGold Ashanti,Tarkwa,4/21/2023,Day,No,0,Fall of Ground,Critical Potential,Mining Area,Unsafe Driving,Equipment Failure,30738,,74.5,Stable,Low,Rain,Maintenance,Operator,1125,7,2023,1,4,4,4,0,2,3,7.732635454,4,5,Intermediate,3,2,2.65,179,9,Minor Rainy Season,2,3,1,1,65.38222679,High Risk
IN-23-04-2023-010,Gold Fields,Damang,4/23/2023,Night,Yes,1,Equipment,Low,Mining Area,Human Error,Procedural Failure,12036,Truck,84.7,Moderate Fracturing,Low,Extreme Heat,Welding,Operator,213,40,2023,1,5,4,6,1,2,0,0.295153641,4,5,Advanced,2,4,1.9,179,2,Minor Rainy Season,2,4,1,3,58.33000544,High Risk
IN-02-05-2023-010,Gold Fields,Ahafo,5/2/2023,Day,Yes,1,Fall of Ground,Medium,Mining Area,Unsafe Driving,Training Deficiency,31013,Truck,72.6,Highly Fractured,Moderate,Rain,Equipment Operation,Mechanic,435,28,2023,1,4,5,1,0,2,1,0.540320286,4,2,Intermediate,3,2,1.95,179,9,Minor Rainy Season,2,3,1,3,51.3343113,High Risk
IN-09-05-2023-010,Newmont,Ahafo,5/9/2023,Day,No,0,Electrical,Low,Mining Area,Design / Layout Deficiency,Training Deficiency,39959,Truck,96.6,Highly Fractured,Low,Rain,Maintenance,Mechanic,496,18,2023,1,4,5,1,0,2,0,1.204712736,4,3,Intermediate,3,2,1.6,179,7,Minor Rainy Season,2,3,1,1,29.44183791,Low Risk
IN-13-05-2023-010,AngloGold Ashanti,Obuasi,5/13/2023,Day,Yes,1,Electrical,Medium,Mining Area,Poor Maintenance,Human Behaviour,12737,Truck,93.6,Stable,Low,Clear,Driving,Driver,351,23,2023,1,2,5,5,1,2,1,3.194661182,1,3,Intermediate,3,2,1.35,179,4,Minor Rainy Season,2,1,1,1,11.98012963,Low Risk
IN-03-06-2023-010,AngloGold Ashanti,Ahafo,6/3/2023,Night,Yes,1,Electrical,High Potential,Mining Area,Human Error,Procedural Failure,22570,,67.5,Highly Fractured,Low,Extreme Heat,Maintenance,Mechanic,306,6,2023,1,4,6,5,1,2,2,4.761393941,4,3,Advanced,2,4,2.45,179,21,Major Rainy Season,2,4,1,3,76.07836354,Critical Risk
IN-12-06-2023-010,AngloGold Ashanti,Tarkwa,6/12/2023,Day,Yes,1,Electrical,Critical Potential,Mining Area,Human Error,Procedural Failure,42067,,97.9,Highly Fractured,Moderate,Clear,Maintenance,Driver,465,27,2023,1,4,6,0,0,2,3,0.145164444,1,2,Intermediate,3,2,2.35,179,9,Major Rainy Season,2,3,1,1,56.72884115,High Risk
IN-14-06-2023-010,AngloGold Ashanti,Damang,6/14/2023,Night,No,0,Fire,High Potential,Mining Area,Unsafe Driving,Human Behaviour,14795,Crusher,69.4,Highly Fractured,Moderate,Clear,Equipment Operation,Operator,288,18,2023,3,4,6,2,0,2,2,1.375615221,1,5,Intermediate,3,4,2.7,179,2,Major Rainy Season,2,4,1,1,57.51263414,High Risk
IN-24-06-2023-010,Newmont,Obuasi,6/24/2023,Day,Yes,1,Equipment,Medium,Mining Area,Design / Layout Deficiency,Equipment Failure,7402,Truck,65.4,Highly Fractured,Moderate,Clear,Maintenance,Supervisor,520,25,2023,1,4,6,5,1,2,1,1.334837618,1,5,Intermediate,3,2,1.65,179,10,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-27-06-2023-010,Newmont,Damang,6/27/2023,Night,No,0,Chemical,Medium,Mining Area,Design / Layout Deficiency,Procedural Failure,27391,Crusher,93.2,Stable,Moderate,High Dust,Equipment Operation,Operator,386,13,2023,4,4,6,1,0,2,1,13.58705541,,5,Intermediate,3,4,,179,3,Major Rainy Season,2,4,1,3,52.5603864,High Risk
IN-01-07-2023-010,AngloGold Ashanti,Obuasi,7/1/2023,Night,Yes,1,Chemical,Low,Mining Area,Lack of Risk Assessment,Human Behaviour,36707,Truck,82.4,Stable,Low,Clear,Driving,Driver,467,29,2023,4,2,7,5,1,3,0,7.105007187,1,4,Intermediate,3,4,1.95,179,4,Major Rainy Season,2,2,1,1,12.76392262,Low Risk
IN-08-07-2023-010,AngloGold Ashanti,Ahafo,7/8/2023,Night,No,0,Electrical,Medium,Mining Area,Poor Maintenance,Training Deficiency,18854,Truck,94.5,Highly Fractured,Low,Clear,Welding,Welder,1148,8,2023,1,5,7,5,1,3,1,1.257940036,1,3,Intermediate,3,4,2,179,7,Major Rainy Season,2,4,1,1,51.74440567,High Risk
IN-09-07-2023-010,Newmont,Obuasi,7/9/2023,Day,Yes,1,Electrical,Medium,Mining Area,Human Error,Training Deficiency,37839,Excavator,78.9,Stable,Low,Clear,Equipment Operation,Welder,852,1,2023,1,4,7,6,1,3,1,1.127165735,1,5,Basic,4,2,1.7,179,1,Major Rainy Season,4,3,1,1,48.41053135,Medium Risk
IN-16-07-2023-010,Gold Fields,Obuasi,7/16/2023,Day,No,0,Electrical,High Potential,Mining Area,Design / Layout Deficiency,Training Deficiency,43440,,79.7,Moderate Fracturing,Low,Rain,Equipment Operation,Supervisor,1191,5,2023,1,4,7,6,1,3,2,0.460772523,4,2,Basic,4,2,2.35,179,7,Major Rainy Season,2,3,1,3,63.31444092,High Risk
IN-04-08-2023-010,Gold Fields,Ahafo,8/4/2023,Day,Yes,1,Fire,Medium,Mining Area,Human Error,Human Behaviour,19677,Excavator,91.8,Highly Fractured,Moderate,Clear,Welding,Supervisor,294,21,2023,3,5,8,4,0,3,1,0.542574807,1,4,Intermediate,3,2,2.3,179,19,Major Rainy Season,4,3,1,1,54.6224325,High Risk
IN-09-08-2023-010,Gold Fields,Tarkwa,8/9/2023,Day,Yes,1,Chemical,High Potential,Mining Area,Environmental Conditions,Human Behaviour,16542,Excavator,87.9,Moderate Fracturing,Low,Extreme Heat,Maintenance,Welder,218,3,2023,4,4,8,2,0,3,2,1.735178603,4,5,Intermediate,3,2,3.05,179,5,Major Rainy Season,4,3,1,3,78.95639037,Critical Risk
IN-26-08-2023-010,Newmont,Obuasi,8/26/2023,Day,No,0,Equipment,Medium,Mining Area,Poor Maintenance,Human Behaviour,30745,,87.1,Highly Fractured,Moderate,Clear,Equipment Operation,Supervisor,1030,7,2023,1,4,8,5,1,3,1,2.102255575,1,4,Basic,4,2,1.7,179,17,Major Rainy Season,2,3,1,1,32.7685819,Medium Risk
IN-12-09-2023-010,AngloGold Ashanti,Damang,9/12/2023,Day,Yes,1,Fire,High Potential,Mining Area,Unsafe Driving,Training Deficiency,19481,Crusher,76.8,Highly Fractured,Low,Rain,Driving,Mechanic,1112,30,2023,3,2,9,1,0,3,2,1.614046665,4,2,Basic,4,2,2.55,179,17,Transition Season,2,1,1,3,42.52598865,Medium Risk
IN-14-09-2023-010,Newmont,Obuasi,9/14/2023,Day,No,0,Electrical,Medium,Mining Area,Human Error,Environmental Condition,38359,,77.9,Stable,Moderate,Rain,Equipment Operation,Driver,980,37,2023,1,4,9,3,0,3,1,1.413721965,4,4,Basic,4,2,2,179,2,Transition Season,2,3,1,3,51.3343113,High Risk
IN-18-09-2023-010,Newmont,Damang,9/18/2023,Day,No,0,Fire,Low,Mining Area,Poor Maintenance,Procedural Failure,31502,Crusher,74.8,Highly Fractured,Low,Rain,Welding,Driver,690,12,2023,3,5,9,0,0,3,0,21.42364701,4,5,Advanced,2,2,2.2,179,4,Transition Season,2,3,1,1,35.65373906,Medium Risk
IN-14-10-2023-010,AngloGold Ashanti,Ahafo,10/14/2023,Day,Yes,1,Chemical,Medium,Mining Area,Unsafe Driving,Procedural Failure,10741,Crusher,74.3,Highly Fractured,Low,Fog,Driving,Operator,606,1,2023,4,2,10,5,1,4,1,1.953188351,2,2,Intermediate,3,2,2.2,179,26,Transition Season,2,1,1,1,14.8645915,Low Risk
IN-16-10-2023-010,Newmont,Tarkwa,10/16/2023,Night,Yes,1,Fire,Medium,Mining Area,Human Error,Environmental Condition,35428,Crusher,97.4,Stable,Low,Clear,Welding,Operator,410,37,2023,3,5,10,0,0,4,1,2.058485564,1,3,Intermediate,3,4,2.5,179,2,Transition Season,2,4,1,1,51.74440567,High Risk
IN-22-10-2023-010,AngloGold Ashanti,Obuasi,10/22/2023,Day,No,0,Fall of Ground,Critical Potential,Mining Area,Poor Maintenance,Human Behaviour,23738,Loader,77.3,Stable,Moderate,Clear,Equipment Operation,Mechanic,1030,4,2023,1,4,10,6,1,4,3,0.284564642,1,2,Intermediate,3,2,2.35,179,6,Transition Season,2,3,1,1,56.72884115,High Risk
IN-01-11-2023-010,Newmont,Obuasi,11/1/2023,Night,No,0,Chemical,High Potential,Mining Area,Design / Layout Deficiency,Environmental Condition,34492,Excavator,92.5,Moderate Fracturing,Low,Clear,Equipment Operation,Mechanic,752,26,2023,4,4,11,2,0,4,2,3.386266942,1,3,Intermediate,3,4,2.95,179,10,Transition Season,4,4,1,1,73.15458359,Critical Risk
IN-12-11-2023-010,Newmont,Tarkwa,11/12/2023,Day,Yes,1,Vehicle,High Potential,Mining Area,Design / Layout Deficiency,Equipment Failure,25422,,84.4,Stable,Moderate,Clear,Driving,Driver,948,18,2023,2,2,11,6,1,4,2,3.038396601,1,2,Intermediate,3,2,1.95,179,11,Transition Season,2,1,1,1,23.96025925,Low Risk
IN-23-11-2023-010,Gold Fields,Damang,11/23/2023,Night,No,0,Fire,Medium,Mining Area,Design / Layout Deficiency,Environmental Condition,32801,Truck,97.4,Stable,Low,Clear,Equipment Operation,Operator,851,2,2023,3,4,11,3,0,4,1,23.53377288,1,4,Basic,4,4,2.4,179,11,Transition Season,2,4,1,1,45.53250452,Medium Risk
IN-26-11-2023-010,Gold Fields,Obuasi,11/26/2023,Day,Yes,1,Fire,Low,Mining Area,Unsafe Driving,Human Behaviour,35653,Loader,77.5,Stable,Low,Rain,Equipment Operation,Mechanic,746,32,2023,3,4,11,6,1,4,0,1.717508478,4,4,Intermediate,3,2,2.1,179,3,Transition Season,2,3,1,3,39.35418167,Medium Risk
IN-26-11-2023-010,Newmont,Obuasi,11/26/2023,Day,No,0,Vehicle,Low,Mining Area,Human Error,Training Deficiency,33287,Crusher,97.4,Stable,Moderate,Rain,Lifting,Operator,311,36,2023,2,3,11,6,1,4,0,3.559769287,4,3,Basic,4,2,1.75,179,0,Transition Season,2,3,1,1,23.22993676,Low Risk
IN-01-12-2023-010,AngloGold Ashanti,Ahafo,12/1/2023,Night,Yes,1,Fall of Ground,Critical Potential,Mining Area,Human Error,Training Deficiency,15567,Crusher,81.1,Moderate Fracturing,Moderate,Clear,Driving,Operator,859,0,2023,1,2,12,4,0,4,3,5.277370643,1,3,Intermediate,3,4,2.25,179,5,Dry Season,2,2,1,1,48.70431149,Medium Risk
IN-13-12-2023-010,Gold Fields,Obuasi,12/13/2023,Day,Yes,1,Vehicle,Critical Potential,Mining Area,Inadequate Supervision,Environmental Condition,8598,Loader,84.6,Highly Fractured,Low,Rain,Lifting,Driver,380,28,2023,2,3,12,2,0,4,3,1.985675429,4,5,Intermediate,3,2,2.75,179,12,Dry Season,2,3,1,1,59.17032563,High Risk
IN-04-01-2024-010,AngloGold Ashanti,Tarkwa,1/4/2024,Day,Yes,1,Equipment,Critical Potential,Mining Area,Unsafe Driving,Equipment Failure,32452,Truck,84.3,Highly Fractured,Low,Rain,Maintenance,Supervisor,302,32,2024,1,4,1,3,0,1,3,3.502294073,4,5,Intermediate,3,2,2.65,179,22,Dry Season,2,3,1,1,65.38222679,High Risk
IN-24-01-2024-010,AngloGold Ashanti,Ahafo,1/24/2024,Day,Yes,1,Vehicle,High Potential,Mining Area,Human Error,Environmental Condition,39964,Excavator,90.3,Moderate Fracturing,Low,Rain,Maintenance,Driver,452,8,2024,2,4,1,2,0,1,2,2.511291352,4,5,Intermediate,3,2,2.55,179,20,Dry Season,4,3,1,1,69.04404661,High Risk
IN-26-03-2024-010,AngloGold Ashanti,Tarkwa,3/26/2024,Day,No,0,Electrical,Medium,Mining Area,Environmental Conditions,Environmental Condition,40017,Loader,84.7,Moderate Fracturing,Low,Rain,Equipment Operation,Driver,428,9,2024,1,4,3,1,0,1,1,0.357909566,4,2,Intermediate,3,2,1.95,179,62,Minor Rainy Season,2,3,1,3,51.3343113,High Risk
IN-08-04-2024-010,Gold Fields,Tarkwa,4/8/2024,Day,Yes,1,Chemical,Medium,Mining Area,Lack of Risk Assessment,Environmental Condition,37021,Truck,78.1,Stable,Low,Rain,Driving,Operator,379,30,2024,4,2,4,0,0,2,1,4.610256876,4,2,Basic,4,2,2.45,179,13,Minor Rainy Season,2,1,1,3,30.54585902,Medium Risk
IN-08-04-2024-010,Gold Fields,Obuasi,4/8/2024,Night,No,0,Equipment,High Potential,Mining Area,Unsafe Driving,Equipment Failure,8925,Loader,97.6,Highly Fractured,Low,High Dust,Equipment Operation,Operator,853,42,2024,1,4,4,0,0,2,2,2.648153894,,2,Intermediate,3,4,,179,0,Minor Rainy Season,2,4,1,3,64.54051603,High Risk
IN-24-04-2024-010,Newmont,Obuasi,4/24/2024,Day,Yes,1,Fire,Medium,Mining Area,Human Error,Training Deficiency,40725,,91.1,Highly Fractured,Low,Clear,Welding,Welder,719,18,2024,3,5,4,2,0,2,1,1.849902481,1,5,Intermediate,3,2,2.3,179,16,Minor Rainy Season,2,3,1,1,38.98048306,Medium Risk
IN-27-04-2024-010,AngloGold Ashanti,Damang,4/27/2024,Night,Yes,1,Fall of Ground,High Potential,Mining Area,Human Error,Human Behaviour,11840,Excavator,98,Stable,Low,Rain,Lifting,Operator,902,29,2024,1,3,4,5,1,2,2,12.83897496,4,3,Intermediate,3,4,2.35,179,3,Minor Rainy Season,4,4,1,1,75.59606807,Critical Risk
IN-16-05-2024-010,Newmont,Ahafo,5/16/2024,Night,No,0,Chemical,Critical Potential,Mining Area,Human Error,Environmental Condition,14815,Truck,84,Highly Fractured,Moderate,Clear,Welding,Mechanic,729,44,2024,4,5,5,3,0,2,3,3.662890787,1,4,Intermediate,3,4,3.45,179,19,Minor Rainy Season,2,4,1,1,75.70466492,Critical Risk
IN-26-05-2024-010,Newmont,Obuasi,5/26/2024,Night,Yes,1,Vehicle,Medium,Mining Area,Inadequate Supervision,Procedural Failure,39314,Loader,71.8,Moderate Fracturing,Low,Rain,Driving,Operator,938,26,2024,2,2,5,6,1,2,1,2.243267755,4,4,Intermediate,3,4,2.1,179,10,Minor Rainy Season,2,2,1,3,43.30978164,Medium Risk
IN-01-06-2024-010,AngloGold Ashanti,Obuasi,6/1/2024,Day,Yes,1,Chemical,High Potential,Mining Area,Lack of Risk Assessment,Procedural Failure,35215,,74.5,Highly Fractured,Low,Clear,Equipment Operation,Operator,660,5,2024,4,4,6,5,1,2,2,6.441471692,1,2,Intermediate,3,2,2.75,179,6,Major Rainy Season,2,3,1,1,44.74871153,Medium Risk
IN-06-06-2024-010,AngloGold Ashanti,Damang,6/6/2024,Night,No,0,Chemical,Low,Mining Area,Design / Layout Deficiency,Training Deficiency,32157,Crusher,72,Highly Fractured,High,Clear,Welding,Supervisor,312,19,2024,4,5,6,3,0,2,0,3.025323012,1,5,Advanced,2,4,2.35,179,5,Major Rainy Season,2,4,1,1,39.76427605,Medium Risk
IN-17-06-2024-010,AngloGold Ashanti,Obuasi,6/17/2024,Day,Yes,1,Equipment,Low,Mining Area,Inadequate Supervision,Environmental Condition,10190,Truck,97.1,Stable,Moderate,Fog,Welding,Operator,655,11,2024,1,5,6,0,0,2,0,13.35050839,2,3,Advanced,2,2,1.5,179,11,Major Rainy Season,2,3,1,1,29.88481531,Low Risk
IN-15-07-2024-010,Gold Fields,Damang,7/15/2024,Night,No,0,Chemical,Low,Mining Area,Inadequate Supervision,Environmental Condition,13050,Truck,86.5,Highly Fractured,Low,Clear,Driving,Mechanic,1077,24,2024,4,2,7,0,0,3,0,7.130842288,1,5,Intermediate,3,4,1.95,179,28,Major Rainy Season,2,2,1,1,12.76392262,Low Risk
IN-17-07-2024-010,AngloGold Ashanti,Obuasi,7/17/2024,Day,No,0,Fall of Ground,High Potential,Mining Area,Design / Layout Deficiency,Human Behaviour,25886,Truck,72,Moderate Fracturing,Low,Clear,Equipment Operation,Mechanic,1001,9,2024,1,4,7,2,0,3,2,0.440257739,1,2,Intermediate,3,2,2,179,2,Major Rainy Season,2,3,1,1,44.74871153,Medium Risk
IN-18-07-2024-010,AngloGold Ashanti,Obuasi,7/18/2024,Day,No,0,Vehicle,High Potential,Mining Area,Human Error,Environmental Condition,16055,,95.7,Stable,High,Rain,Equipment Operation,Operator,634,30,2024,2,4,7,3,0,3,2,0.305801635,4,4,Intermediate,3,2,2.55,179,1,Major Rainy Season,2,3,1,3,63.31444092,High Risk
IN-23-07-2024-010,Gold Fields,Obuasi,7/23/2024,Day,No,0,Fire,Medium,Mining Area,Lack of Risk Assessment,Human Behaviour,16573,Loader,95.2,Stable,Low,Clear,Welding,Operator,271,15,2024,3,5,7,1,0,3,1,5.185225277,1,2,Intermediate,3,2,2.3,179,5,Major Rainy Season,2,3,1,1,38.98048306,Medium Risk
IN-07-08-2024-010,Newmont,Ahafo,8/7/2024,Night,No,0,Equipment,Medium,Mining Area,Inadequate Supervision,Training Deficiency,33988,Truck,95,Highly Fractured,High,Clear,Lifting,Operator,208,16,2024,1,3,8,2,0,3,1,1.035668933,1,4,Basic,4,4,1.75,179,15,Major Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-08-09-2024-010,AngloGold Ashanti,Damang,9/8/2024,Night,No,0,Equipment,Low,Mining Area,Human Error,Training Deficiency,40383,Truck,71.4,Highly Fractured,Low,High Dust,Maintenance,Driver,817,33,2024,1,4,9,6,1,3,0,5.503373139,,3,Intermediate,3,4,,179,32,Transition Season,2,4,1,3,40.58025678,Medium Risk
IN-09-09-2024-010,Newmont,Obuasi,9/9/2024,Night,Yes,1,Vehicle,Critical Potential,Mining Area,Environmental Conditions,Training Deficiency,30741,Excavator,74.8,Stable,Low,Clear,Lifting,Welder,247,30,2024,2,3,9,0,0,3,3,0.282311747,1,4,Basic,4,4,2.7,179,1,Transition Season,4,4,1,1,78.92281206,Critical Risk
IN-22-09-2024-010,AngloGold Ashanti,Tarkwa,9/22/2024,Day,Yes,1,Fire,High Potential,Mining Area,Environmental Conditions,Training Deficiency,32463,,72,Stable,Moderate,High Dust,Maintenance,Mechanic,1092,8,2024,3,4,9,6,1,3,2,1.231686243,,3,Advanced,2,2,,179,13,Transition Season,2,3,1,3,51.77659341,High Risk
IN-05-10-2024-010,Gold Fields,Obuasi,10/5/2024,Night,No,0,Vehicle,Critical Potential,Mining Area,Lack of Risk Assessment,Procedural Failure,26685,Crusher,90.2,Stable,Moderate,Clear,Equipment Operation,Operator,694,21,2024,2,4,10,5,1,4,3,10.88472101,1,3,Basic,4,4,2.85,179,13,Transition Season,2,4,1,1,69.49276377,High Risk
IN-10-10-2024-010,AngloGold Ashanti,Ahafo,10/10/2024,Day,No,0,Fire,Medium,Mining Area,Poor Maintenance,Human Behaviour,30842,,81,Highly Fractured,High,Clear,Maintenance,Operator,877,0,2024,3,4,10,3,0,4,1,5.381961857,1,3,Advanced,2,2,2.1,179,5,Transition Season,2,3,1,1,32.7685819,Medium Risk
IN-14-10-2024-010,Newmont,Obuasi,10/14/2024,Night,Yes,1,Fall of Ground,Medium,Mining Area,Poor Maintenance,Procedural Failure,8206,Crusher,89.6,Stable,Low,Clear,Lifting,Mechanic,1165,17,2024,1,3,10,0,0,4,1,0.733619731,1,4,Basic,4,4,1.75,179,4,Transition Season,2,4,1,1,39.32060337,Medium Risk
IN-16-10-2024-010,Gold Fields,Tarkwa,10/16/2024,Day,Yes,1,Fire,Medium,Mining Area,Environmental Conditions,Human Behaviour,12810,Truck,88.3,Stable,Moderate,Rain,Driving,Welder,258,29,2024,3,2,10,2,0,4,1,14.1301294,4,4,Basic,4,2,2.2,179,2,Transition Season,2,1,1,3,30.54585902,Medium Risk
IN-18-10-2024-010,AngloGold Ashanti,Tarkwa,10/18/2024,Night,Yes,1,Fire,Medium,Mining Area,Environmental Conditions,Environmental Condition,6073,Crusher,74.1,Moderate Fracturing,Low,Clear,Lifting,Supervisor,859,12,2024,3,3,10,4,0,4,1,0.856451986,1,2,Basic,4,4,2.25,179,2,Transition Season,2,4,1,1,39.32060337,Medium Risk
IN-22-10-2024-010,Gold Fields,Obuasi,10/22/2024,Day,No,0,Vehicle,High Potential,Mining Area,Environmental Conditions,Training Deficiency,40123,Crusher,80.1,Moderate Fracturing,Low,Rain,Welding,Welder,772,9,2024,2,5,10,1,0,4,2,0.432595112,4,2,Advanced,2,2,2.65,179,4,Transition Season,2,3,1,1,59.61399831,High Risk
IN-03-11-2024-010,AngloGold Ashanti,Tarkwa,11/3/2024,Night,No,0,Equipment,Medium,Mining Area,Lack of Risk Assessment,Equipment Failure,12443,,94,Moderate Fracturing,Low,Rain,Maintenance,Welder,1053,26,2024,1,4,11,6,1,4,1,25.92693749,4,3,Advanced,2,4,2.1,179,12,Transition Season,2,4,1,1,54.18589015,High Risk
IN-06-11-2024-010,Newmont,Ahafo,11/6/2024,Day,No,0,Fire,Critical Potential,Mining Area,Poor Maintenance,Training Deficiency,24934,Loader,87.7,Moderate Fracturing,Moderate,Clear,Lifting,Driver,229,10,2024,3,3,11,2,0,4,3,5.824236607,1,2,Intermediate,3,2,2.7,179,3,Transition Season,2,3,1,1,50.51694,High Risk
IN-16-11-2024-010,Gold Fields,Damang,11/16/2024,Night,Yes,1,Fire,High Potential,Mining Area,Lack of Risk Assessment,Training Deficiency,38471,,73.2,Stable,Low,Clear,Equipment Operation,Driver,388,24,2024,3,4,11,5,1,4,2,1.385544785,1,3,Intermediate,3,4,2.7,179,10,Transition Season,2,4,1,1,57.51263414,High Risk
IN-26-11-2024-010,Gold Fields,Ahafo,11/26/2024,Night,Yes,1,Equipment,Critical Potential,Mining Area,Environmental Conditions,Equipment Failure,9544,,85.7,Highly Fractured,Low,Clear,Equipment Operation,Operator,839,22,2024,1,4,11,1,0,4,3,3.782797773,1,4,Basic,4,4,2.6,179,10,Transition Season,2,4,1,1,69.49276377,High Risk
IN-23-12-2024-010,Gold Fields,Damang,12/23/2024,Day,Yes,1,Chemical,Medium,Mining Area,Poor Maintenance,Training Deficiency,15222,Excavator,77.3,Highly Fractured,High,Clear,Driving,Supervisor,440,14,2024,4,2,12,0,0,4,1,6.977387432,1,2,Basic,4,2,2.15,179,27,Dry Season,4,1,1,1,27.62207907,Low Risk
IN-19-01-2025-010,Newmont,Obuasi,1/19/2025,Night,Yes,1,Fire,High Potential,Mining Area,Lack of Risk Assessment,Environmental Condition,14431,Loader,79.9,Highly Fractured,Moderate,Clear,Driving,Welder,633,7,2025,3,2,1,6,1,1,2,7.18181518,1,2,Intermediate,3,4,2.4,179,27,Dry Season,2,2,1,1,36.72418187,Medium Risk
